Simulation Time,Red_delay,Pie_delay,CoDel_delay,FqCoDel_delay,Cobalt_delay,dAQM9_delay,dAQM10_delay,dAQM11_delay
15.4,3719.13,3908.89,3781.43,3249.5,2865.4,3925.13,3946.46,3782.39
15.5,3717.96,3908.02,3781.88,3273.88,2854.08,3956.27,3968.67,3798.8
15.6,3716.77,3907.21,3777.67,3321.22,2842.15,3978.61,3985.6,3808.5
15.7,3716.04,3906.1,3773.5,3345.01,2830.4,3996.05,4004.67,3831.49
15.8,3715.17,3904.56,3767.45,3364.64,2820.75,4015.22,4025.64,3856.4
15.9,3714.51,3903.29,3760.98,3417.48,2812.72,4044.35,4051.54,3874.48
16.0,3713.47,3901.88,3753.14,3448.62,2803.2,4061.37,4060.65,3887.44
16.1,3712.83,3901.13,3743.26,3462.72,2793.18,4059.94,4066.59,3924.08
16.2,3712.08,3899.95,3734.82,3508.49,2784.93,4058.13,4067.95,3958.33
16.3,3711.64,3898.23,3724.93,3544.02,2776.61,4056.32,4070.75,3971.9
16.4,3711.45,3897.3,3715.28,3541.68,2768.3,4054.43,4073.98,3992.16
16.5,3710.71,3895.87,3704.35,3610.84,2759.24,4053.31,4077.22,4000.72
16.6,3709.67,3894.58,3691.5,3660.07,2749.68,4052.29,4085.82,4039.36
16.7,3708.88,3892.53,3677.74,3686.19,2744.13,4050.89,4086.53,4044.56
16.8,3708.27,3891.94,3664.93,3736.27,2738.01,4049.72,4108.23,4057.29
16.9,3707.75,3893.03,3650.04,3749.62,2731.53,4048.93,4135.29,4082.69
17.0,3707.47,3893.64,3636.77,3776.69,2722.28,4047.65,4148.85,4122.19
17.1,3707.01,3893.76,3623.96,3774.33,2716.63,4045.69,4147.18,4129.56
17.2,3706.64,3893.92,3609.28,3809.87,2710.8,4044.28,4145.03,4140.94
17.3,3705.97,3893.75,3594.15,3832.28,2705.4,4041.46,4143.63,4158.83
17.4,3704.95,3893.79,3569.98,3880.31,2700.36,4039.37,4140.28,4188.39
17.5,3704.47,3895.67,3554.59,3893.64,2693.86,4037.79,4138.55,4199.61
17.6,3704.14,3896.81,3544.77,3931.11,2687.41,4036.4,4136.4,4206.42
17.7,3703.12,3901.06,3531.69,3992.39,2678.33,4034.75,4133.44,4217.3
17.8,3702.43,3903.59,3519.83,4032.47,2669.98,4032.86,4131.02,4225.54
17.9,3701.72,3906.7,3509.94,4061.42,2661.12,4031.43,4128.18,4238.66
18.0,3701.3,3913.22,3503.02,4089.71,2650.12,4030.3,4126.17,4245.68
18.1,3700.57,3919.41,3493.28,4112.43,2644.73,4029.42,4124.43,4249.84
18.2,3700.15,3923.18,3484.31,4145.57,2636.6,4027.34,4122.52,4252.28
18.3,3699.13,3928.68,3478.3,4173.79,2628.56,4026.2,4121.09,4256.6
18.4,3698.14,3932.47,3470.71,4186.53,2624.38,4024.75,4119.84,4271.04
18.5,3697.29,3936.46,3462.52,4222.3,2618.88,4023.2,4118.48,4277.28
18.6,3696.5,3944.08,3458.09,4223.94,2615.04,4021.72,4116.25,4289.16
18.7,3696.15,3947.33,3453.0,4245.18,2608.92,4020.4,4114.33,4295.06
18.8,3695.55,3948.55,3446.21,4241.12,2604.81,4018.3,4112.34,4313.75
18.9,3695.48,3953.72,3441.72,4264.33,2599.38,4017.04,4110.4,4317.79
19.0,3695.19,3960.86,3435.37,4267.3,2594.2,4016.13,4108.57,4330.09
19.1,3694.52,3969.57,3425.77,4264.08,2590.02,4015.18,4107.29,4330.09
19.2,3694.09,3976.52,3418.2,4259.37,2585.49,4013.62,4105.76,4330.13
19.3,3693.36,3981.63,3408.35,4284.37,2580.89,4012.68,4103.75,4333.88
19.4,3692.2,3985.73,3404.6,4283.95,2576.54,4011.31,4102.16,4335.44
19.5,3691.76,3989.77,3396.15,4292.73,2569.06,4010.49,4101.06,4339.35
19.6,3691.22,3991.05,3390.94,4296.29,2564.4,4009.11,4098.6,4343.02
19.7,3691.02,3998.33,3387.92,4294.26,2558.24,4007.29,4096.85,4345.87
19.8,3690.37,4001.51,3385.02,4291.13,2554.08,4005.58,4095.26,4347.11
19.9,3690.19,4002.82,3380.87,4299.46,2547.1,4004.26,4093.88,4351.98
20.0,3689.78,4008.23,3377.1,4296.43,2544.63,4002.95,4091.94,4354.92
20.1,3689.18,4018.13,3374.37,4295.12,2539.24,4001.12,4089.72,4354.91
20.2,3688.55,4022.57,3372.02,4296.94,2534.64,4000.02,4087.7,4354.28
20.3,3688.12,4026.8,3367.86,4297.16,2530.83,3998.73,4085.76,4353.24
20.4,3687.35,4035.22,3363.68,4298.31,2528.07,3997.07,4083.52,4352.84
