Simulation Time,Red_th,Pie_th,CoDel_th,FqCoDel_th,Cobalt_th,dAQM9_th,dAQM10_th,dAQM11_th
26.9,38.879,39.4632,44.3655,37.7961,43.6312,39.5941,39.8017,39.3648
27.0,38.8667,39.3956,44.3786,37.8343,43.5977,39.5957,39.7866,39.3416
27.1,38.8642,39.3976,44.3771,37.6411,43.6534,39.6012,39.7652,39.3416
27.2,38.8436,39.3707,44.4573,37.5563,43.6815,39.5953,39.7484,39.3539
27.3,38.8404,39.3551,44.522,37.5383,43.6965,39.5883,39.7235,39.3243
27.4,38.8205,39.2831,44.5906,37.4009,43.3623,39.5874,39.7082,39.3277
27.5,38.7388,39.223,44.5774,37.3566,43.36,39.574,39.7196,39.3393
27.6,38.7304,39.2233,44.5931,37.3156,43.2815,39.5297,39.7027,39.3368
27.7,38.7272,39.2235,44.5814,37.2291,43.3548,39.5201,39.6624,39.3402
27.8,38.7128,39.1809,44.6304,37.187,43.3363,39.4458,39.6605,39.3487
27.9,38.7181,39.167,44.7055,37.1565,43.3465,39.4423,39.642,39.317
28.0,38.6933,39.163,44.7705,37.1368,43.2692,39.4516,39.6688,39.2515
28.1,38.6826,39.1359,44.7636,36.9968,43.3168,39.424,39.6514,39.2517
28.2,38.6708,39.0574,44.8448,36.9852,43.3505,39.4292,39.6608,39.1638
28.3,38.6717,39.0577,44.9337,36.8127,43.3433,39.4344,39.6781,39.1333
28.4,38.6669,38.9803,44.9963,36.7868,43.3426,39.4256,39.6861,39.1388
28.5,38.6573,38.9803,44.9681,36.6564,43.3778,39.3558,39.6931,39.0971
28.6,38.6455,38.943,44.9582,36.5596,43.3595,39.3513,39.7025,39.0761
28.7,38.6332,38.9331,45.0182,36.4414,43.3972,39.3197,39.6962,39.0805
28.8,38.621,38.8236,45.0167,36.3583,43.4482,39.3131,39.6972,39.0823
28.9,38.6063,38.824,45.0124,36.3385,43.4259,39.2842,39.6989,39.0428
29.0,38.6103,38.7854,45.0765,36.3059,43.4344,39.2838,39.6746,38.6246
29.1,38.6067,38.7829,45.1129,36.223,43.4205,39.3014,39.641,38.6286
29.2,38.6093,38.7832,44.9376,36.0217,43.4037,39.3113,39.6407,38.6282
29.3,38.5958,38.7834,44.9721,36.0442,43.4412,39.3017,39.6441,38.5924
29.4,38.5898,38.7801,45.0204,36.0223,43.4534,39.3045,39.6136,38.2409
29.5,38.5933,38.7804,45.0085,35.9238,43.4051,39.2976,39.6288,38.2107
29.6,38.5851,38.6977,45.0234,35.9408,43.4607,39.2888,39.5774,38.1376
29.7,38.5576,38.6438,44.9582,35.9084,43.4142,39.2929,39.5844,37.7041
29.8,38.5274,38.6397,44.998,35.8441,43.4048,39.287,39.5925,37.6244
29.9,38.4992,38.6319,44.9809,35.7733,43.4031,39.2871,39.5672,37.2584
30.0,38.4772,38.6224,45.0512,35.7548,43.4288,39.2859,39.5484,36.9008
30.1,38.4673,38.6226,45.1062,35.6528,43.443,39.2763,39.5608,36.53
30.2,38.4256,38.6229,45.154,35.5782,43.3484,39.276,39.5633,35.8661
30.3,38.42,38.5993,45.2256,35.5195,43.3733,39.2749,39.4713,35.5172
30.4,38.3988,38.4965,45.2386,35.4478,43.4077,39.2535,39.4674,35.4686
