Simulation Time,Red_fct,Pie_fct,CoDel_fct,FqCoDel_fct,Cobalt_fct,dAQM9_fct,dAQM10_fct,dAQM11_fct
20.3,13.3707,16.3131,18.5589,16.3229,18.6426,15.9355,16.415,17.0032
20.4,13.3944,16.3633,18.6771,16.4306,18.6882,15.9494,16.4576,17.0237
20.5,13.3957,16.6277,18.7425,16.4853,18.7322,15.9895,16.4798,17.035
20.6,13.4078,16.6878,18.8599,16.5485,18.772,16.0813,16.5069,17.0627
20.7,13.4138,16.7283,18.9291,16.6352,18.847,16.1043,16.5325,17.0949
20.8,13.4314,16.7685,19.0453,16.674,18.9511,16.137,16.5913,17.1066
20.9,13.4508,16.7903,19.1348,16.6841,19.0092,16.1578,16.6154,17.1382
21.0,13.5157,16.9586,19.1967,16.7879,19.1099,16.1818,16.6324,17.1796
21.1,13.995,17.0048,19.3777,16.8578,19.2256,16.219,16.6499,17.3036
21.2,14.0557,17.1809,19.4814,16.9172,19.2835,16.2422,16.6771,17.3292
21.3,14.2066,17.2722,19.6159,17.0703,19.3568,16.2647,16.7025,17.3509
21.4,14.2108,17.3096,19.6798,17.1236,19.4837,16.3124,16.7277,17.3656
21.5,14.2211,17.3414,19.7769,17.3098,19.5893,16.3608,16.7377,17.3789
21.6,14.2382,17.4327,19.8621,17.4004,19.6543,16.3784,16.8214,17.3875
21.7,14.2496,17.4776,19.9766,17.452,19.7393,16.4064,16.855,17.4306
21.8,14.2672,17.5023,20.1472,17.5159,19.8319,16.4168,16.8872,17.4996
21.9,14.2755,17.5464,20.2573,17.6574,19.8961,16.4551,16.9011,17.539
22.0,14.289,17.5941,20.3255,17.7644,20.0561,16.4992,16.9291,17.5813
22.1,14.3163,17.6991,20.41,17.9349,20.117,16.5235,16.972,17.626
22.2,14.3258,17.7773,20.5303,18.0111,20.1575,16.5518,17.01,17.6475
22.3,14.3285,17.8615,20.61,18.0945,20.2046,16.563,17.0335,17.6748
22.4,14.3321,17.959,20.6377,18.226,20.2998,16.6055,17.0654,17.7464
22.5,14.3321,17.9926,20.7077,18.421,20.4188,16.6342,17.1346,17.7824
