Simulation Time,Red_sj,Pie_sj,CoDel_sj,FqCoDel_sj,Cobalt_sj,dAQM9_sj,dAQM10_sj,dAQM11_sj
9.1496,0,0,0,0,0,0,0,0
9.14987,0,0,0,0,0,0,0,0
9.15067,0,0,0,0,0,0,0,0
9.15094,0,0,0,0,0,0,0,0
9.15117,0,0,0,0,0,0,0,0
9.15324,0,0,0,0,0,0,0,0
9.15546,0,0,0,0,0,0,0,0
9.15707,0,0,0,0,0,0,0,0
9.15733,0,0,0,0,0,0,0,0
9.15761,0,0,0,0,0,0,0,0
9.15813,0,0,0,0,0,0,0,0
9.1584,0,0,0,0,0,0,0,0
9.15992,0,0,0,0,0,0,0,0
9.16197,0,0,0,0,0,0,0,0
9.16408,0,0,0,0,0,0,0,0
9.16453,0,0,0,0,0,0,0,0
9.1648,0,0,0,0,0,0,0,0
9.1656,0,0,0,0,0,0,0,0
9.16587,0,0,0,0,0,0,0,0
9.16611,0,0,0,0,0,0,0,0
9.16844,0,0,0,0,0,0,0,0
9.17057,0,0,0,0,0,0,0,0
9.172,0,0,0,0,0,0,0,0
9.17227,0,0,0,0,0,0,0,0
9.17263,0,0,0,0,0,0,0,0
9.17307,0,0,0,0,0,0,0,0
9.17334,0,0,0,0,0,0,0,0
9.17493,0,0,0,0,0,0,0,0
9.17697,0,0,0,0,0,0,0,0
9.17904,0,0,0,0,0,0,0,0
9.17947,0,0,0,0,0,0,0,0
9.17973,0,0,0,0,0,0,0,0
9.18053,0,0,0,0,0,0,0,0
9.1808,0,0,0,0,0,0,0,0
9.18105,0,0,0,0,0,0,0,0
9.18308,0,0,0,0,0,0,0,0
9.18515,0,0,0,0,0,0,0,0
9.18693,0,0,0,0,0,0,0,0
9.1872,0,0,0,0,0,0,0,0
9.1872,0,0,0,0,0,0,0,0
9.188,0,0,0,0,0,0,0,0
9.18827,0,0,0,0,0,0,0,0
9.18943,0,0,0,0,0,0,0,0
9.19177,0,0,0,0,0,0,0,0
9.19379,0,0,0,0,0,0,0,0
9.1944,0,0,0,0,0,0,0,0
9.19467,0,0,0,0,0,0,0,0
9.19547,0,0,0,0,0,0,0,0
9.19574,0,0,0,0,0,0,0,0
9.19589,0,0,0,0,0,0,0,0
9.19816,0,0,0,0,0,0,0,0
9.20041,0,0,0,0,0,0,0,0
