Simulation Time,Red_fct,Pie_fct,CoDel_fct,FqCoDel_fct,Cobalt_fct,dAQM9_fct,dAQM10_fct,dAQM11_fct
9.0,4.32744,4.33024,4.32934,4.32978,4.32817,4.32741,4.32828,4.3279
9.1,4.23434,4.24045,4.23757,4.23917,4.23672,4.23417,4.23531,4.23702
9.2,4.27561,4.27826,4.27803,4.27844,4.27632,4.27558,4.2759,4.27626
9.3,4.31625,4.31988,4.31767,4.31881,4.31751,4.31341,4.31518,4.31659
9.4,4.35644,4.3593,4.35774,4.35879,4.35456,4.35495,4.35535,4.35594
9.5,4.39764,4.39873,4.39505,4.3981,4.39698,4.39536,4.39655,4.3945
9.6,4.74391,4.75383,4.75233,4.75248,4.74071,4.744,4.74786,4.75033
9.7,4.78369,4.79889,4.79601,4.80809,4.77935,4.7958,4.78968,4.79376
9.8,4.82373,4.83951,4.83625,4.85454,4.82105,4.8366,4.82836,4.83469
9.9,4.86221,4.87924,4.87675,4.89373,4.86081,4.87619,4.86787,4.8729
10.0,4.90271,4.91798,4.91593,4.93249,4.89934,4.91539,4.90852,4.91405
10.1,4.78494,4.79531,5.02032,4.81059,4.78355,5.02268,4.79139,4.78996
10.2,4.83653,4.85276,4.85837,4.86177,4.83781,4.86242,4.84055,4.84755
10.3,4.8875,4.9024,4.91026,4.89829,4.89027,4.91203,4.88416,4.90302
10.4,4.92747,4.93783,4.95598,4.93597,4.93239,4.95507,4.92044,4.93558
10.5,4.96458,4.97205,4.99241,4.96829,4.96842,4.99735,4.9571,4.97683
10.6,5.28315,5.29272,5.31192,5.28938,5.2892,5.32298,5.2792,5.29763
10.7,5.33733,5.34487,5.3671,5.34709,5.34356,5.37811,5.33464,5.35252
10.8,5.39614,5.39959,5.42038,5.4003,5.39653,5.42583,5.3895,5.4046
10.9,5.44503,5.44485,5.47364,5.45607,5.43621,5.46992,5.43656,5.44853
